text,severity,risk_type,industry,source,is_augmented,split
Worker suffered fatal fall from ladder.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after being ejected from ATV.,Fatal,Unspecified,Unspecified,OSHA,False,val
Wokerr drowned when lawn mower flipped over into pond.,Fatal,Unspecified,Unspecified,OSHA,False,val
Temporary worker died after forklift he was operating fell between truck and dock.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by equipment during loading.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by collapsing wall during demolition.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker suffocated after being engulfed in corn inside a grain bin.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by vehicle that fell off fork lift.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was struck by a 50-pound weight ball.,Fatal,Unspecified,Unspecified,OSHA,False,val
"A worker fell 90 feet from the derrick onto the drilling platform, while tipping pipe into a well.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck by sling hook.,Fatal,Unspecified,Unspecified,OSHA,False,val
died in tanker explosion.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fell 14 feet to the ground from the roof decking on a 10/12 pitch residential roof.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee killed after being engulfed by grain while working inside a grain bin.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted while repairing a transformer.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by felled tree.,Fatal,Unspecified,Unspecified,OSHA,False,val
Woker killed in fall through roof.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was replacing a valve on a waste heat boiler when hydrogen sulfide was released to the atmosphere.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker tripped in an office and fell.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Two workers, repairing a barge by cutting away its bottom plate, were killed by a flash fire.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by wall panel.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed inside sand core machine.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was in the process of unloading a truck when the forklift he was operating overturned.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was hit in the forehead by the hook of a crane that was being used to install a utility pole. He was knocked unconscious and transported to the hospital where he later died.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker drowned when excavator/track hoe fell off boat ramp.,Fatal,Unspecified,Unspecified,OSHA,False,val
Two workers killed and another hospitalized following explosion at asphalt site.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed under 800 pound hay bale.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker cleaning up broken glass at a bottling plant died after being crushed by a machine that molds materials into pellet shapes.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee died after falling from a truck.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally injured after becoming caught in conveyor system.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died in fall from cell tower.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker in a tool manufacturing facility broke his neck when he was pulled into a machine used to rotate and shape metals.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker drilling oil inside an oil well collapsed and later died from apparent heat stress.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted after contacting power line.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker crushed while cutting down trees.,Fatal,Unspecified,Unspecified,OSHA,False,val
died in fall after struck by trailer door.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was working at a grain bin. The grain bin collapsed.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker drowned in underground sewer line.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed in fall through skywalk.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died from anaphalactic shock caused by insect stings.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee died from burns suffered while repairing tank batteries at an oil well site.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker drowned when skid steer fell into canal.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed under vehicle.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was struck and killed by a 30-foot tree being cut down.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck by falliing tree limb.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker at a packing and crating facility who was cleaning a machine used to make rolls of plastic was killed after being pulled into the machine.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed in fall from balcony.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was performing tree trimming and was struck by a falling tree.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after inhaling a selenium compound.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was caught in a block line.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed in chemical explosion.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed under forklift that fell off ramp.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed between aerial lift and sign.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by water truck that backed over him.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed after falling onto conveyor.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker using an aerial lift to detach rigging was killed when a derrick hit the aerial lift basket, throwing the worker more than 20 feet.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed in fall down steps.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed when a vehicle being lifted by a front-end loader fell on him.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker demolishing building died when section of floor collapsed.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was dismantling an oil rig and was crushed between a forklift and a truck.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after being struck by machine that suddenly turned on.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker, who was unstrapping a double-stacked load from a tractor trailer, was killed when 17 boards of unfinished wood became unstable and fell on him.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed between back hoe and skid.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was electrocuted while performing maintenance work.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker was on DNR property scouting for well sites for a municipal water system. Worker was riding an ATV, and it appears that the vehicle slipped on the steep terrain throwing the worker off and then landing on top of him.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker welding inside a silo died from possible electrocution.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died of heat-related illness.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died from fall into tanker trailer.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by falling fan shroud.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was in the process of installing traffic counts and was hit by a motor vehicle.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed in fall from semi-trailer.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker drowned while swimming in lake.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker was conducting cleaning operations within a 500,000-gallon aboveground water tank, and drowned.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker trimming trees electrocuted by contact with power line.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted after contacting an electrical service drop.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker sustained fatal injury slipping on ice.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died from falling debris while working in a trench.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by log.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee died after falling 10 feet through the floor while performing residential framing operations.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fell 30 feet after the scaffold collapsed.,Fatal,Unspecified,Unspecified,OSHA,False,val
Firefighter killed after being trapped inside building when roof collapsed during fire.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed when hay roll fell on him.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was killed at a construction site when a crane fell on him.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fell from an 8-foot ladder while troubleshooting a roll-up door.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker operating a drill rig died from head trauma when he fell from the machine's broken seat.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker making roof repairs fell 35 feet through a skylight.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker drowned while collecting golf balls from the bottom of a golf course pond.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker was working on the wheel and axle line, using an overhead bridge crane to lift a 5,100-lb locomotive wheel set. Worker lifted the locomotive wheel set, causing it to swing in a pendulum motion, pinning his leg against another stationary locomotive wheel set.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was caught between two trucks and crushed.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker drowned when boat sank.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by brake booster.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was killed when the forestry van he was riding in was struck by a motor vehicle.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by excavator.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was heating a valve on the rear of a water truck with a propane torch and an explosion occurred.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally injured after being trapped in palm tree fronds.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker installing an axle underneath a tractor was killed when the axle fell on his head.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was working from a manlift. He was working below power lines and raised the bucket of the aerial lift into the power lines where his forehead contacted the power lines.,Fatal,Unspecified,Unspecified,OSHA,False,val
Two workers on side of road struck and killed by tractor trailer truck.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after slipping on icy rig mat.,Fatal,Unspecified,Unspecified,OSHA,False,val
Two workers asphyxiated by fumes in gasoline tank.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker mowing a hillside was killed when the mower overturned.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker was removing icicles from the roof line of a building. Worker was located in a box attached to a forklift, the box shifted, and the worker fell 30-feet to the concrete below.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker inspecting coil machine rollers was killed when he reached into the machine while in operation and was pulled in.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was murdered at job site.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee crushed by a backhoe.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker walked on the un-barricade or uncovered cut section of a roof decking and fell.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by motorhome while performing vehicle maintenance.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after becoming caught in clay mixing machinery.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by power saw.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by track hoe.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally injured after being struck by chain.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted while servicing mold machine.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally injured in fall from belt loader.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died from 15-foot fall when wind gusts knocked him off a silage pile.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed when machine tipped over.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker was on a residential roof over a pool deck doing stucco work on a chimney. Worker lost his footing at the edge of the roof, fell through the pool screen, and struck his head on the concrete pool decking, sustaining head trauma.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker drowned while installing a steel cord near a river.,Fatal,Unspecified,Unspecified,OSHA,False,val
Three workers hospitalized after being burned by arc flash fom power line.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted while performing fractal wood burning.,Fatal,Unspecified,Unspecified,OSHA,False,val
died in fall from fixed ladder.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker killed when auger he was inside fell to ground, causing machine's side rails to strike worker's neck.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed after falling from top of a wall.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed when refuse truck rolled over.,Fatal,Unspecified,Unspecified,OSHA,False,val
Two workers were cleaning a clogged pipe at the bottom of an enclosed molasses tank and were asphyxiated in the tank.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker cutting beams in preparation for a controlled building demolition died when the building collapsed prematurely.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was operating an articulating boom lift and was re-positioning the aerial lift when his head got caught between the safety railing and a concrete beam.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was struck and killed by a truck hauling logs.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker received fatal injuries in water pressure tank explosion after tank wall failed as it was being reloaded.,Fatal,Unspecified,Unspecified,OSHA,False,val
Driver killed in vehicle accident.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker drowned after falling from marina dock.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker on the set of a TV show was killed by a smoke bomb.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was struck and killed by tree that was being removed from a telephone line.,Fatal,Unspecified,Unspecified,OSHA,False,val
fatally crushed in lathe.,Fatal,Unspecified,Unspecified,OSHA,False,val
Crew was using a bottom (belly) dump to lay a window of hot asphalt. Worker was bent over with his back to the approaching belly dump and was struck and crushed by the wheels of the loaded belly dump.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed when RTV rolled over.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed after becoming caugt in machine rollers.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker was working on the electrical wiring for overhead fluorescent lights in the attic of a plant, and was electrocuted.",Fatal,Unspecified,Unspecified,OSHA,False,val
fatally injured after becoming caught in machine.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employer working under vehicle was crushed when it rolled over him.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally caught in extruder rollers.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker asphyxiated by hydrogen sulfide from ruptured pipeline.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by bull.,Fatal,Unspecified,Unspecified,OSHA,False,val
Three workers hosptalized after being trapped in home during fire suppression activities.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed in a car crash while traveling from one worksite to another.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally mauled by grizzly bear.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck by by semi trailer.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after falling from aerial lift.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fell from catwalk while removing a hopper on a silo.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck when tire exploded.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after falling from a residential roof.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died in tunnel collapse.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker painting house killed in fall from bay window.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee died after tripping and falling onto a marble mold.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted when ladder contacted a power line.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed when the powered industrial truck he was driving flipped over.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally injured in fall from elevated platform.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally drushed by crane counterweight.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker picking up roadway debris was run over and killed by an asphalt paving roller.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died from burns after falling in tank of hot liquid.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed between bucket and frame of excavator.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker was assisting in cleaning the clean-up room, and was having trouble breathing. Worker had an asthma attack.",Fatal,Unspecified,Unspecified,OSHA,False,val
"Bridge painter, not wearing a life vest, fell 18 feet from the bridge to the water and was swept away.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker caught and killed in a press while trying to retrieve a hammer.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted after contacting live wire.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was holding the lid of a derrick truck while the derrick was being raised. The derrick contacted overhead power transmission lines and the worker was electrocuted.,Fatal,Unspecified,Unspecified,OSHA,False,val
Two workers died from exposure to hazardous atmosphere inside transformer tank.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died in fall while installing holiday lights.,Fatal,Unspecified,Unspecified,OSHA,False,val
Iron worker killed and three others injured when a blast oxygen furnace rubble pit wall plate fell on them.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushws under load of bulk wood feedstock pulp.,Fatal,Unspecified,Unspecified,OSHA,False,val
fatally struck by dump truck backing up.,Fatal,Unspecified,Unspecified,OSHA,False,val
Four workers hospitalized for burns after being sprayed with molten metal.,Fatal,Unspecified,Unspecified,OSHA,False,val
Lifeguard struck and killed by lightning.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker suffered fatal injuries when an excavator tipped over, pinning him.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed between aerial lift and metal structure.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died inside of a water truck after it rolled down an embankment.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker had one hand on a truck that became energized and the electricity flowed through the worker's body.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after being struck by garbage truck.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker performing maintenance work electrocuted after contacting an energized rail.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally inkured in acetylene explosion.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck by crane.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker suffered fatal head injuries after falling 10 feet from a ladder while climbing to retrieve some material.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker in prison beaten to death by inmate.,Fatal,Unspecified,Unspecified,OSHA,False,val
Roofer electrocuted from overhead power wires.,Fatal,Unspecified,Unspecified,OSHA,False,val
Two workers were killed and two injured in a construction zone vehicle collision.,Fatal,Unspecified,Unspecified,OSHA,False,val
Decedent was walking across a tank and fell through a hatch into a tank of boiling water. He either drowned or died of thermal burns.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by glass panels that fell from crate.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was run over and killed when he tried to stop a moving tractor.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after being struck by pressurized pipe.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck by crane spreader bar.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after being pinned between 18-wheeler trailer and loading dock.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by steel plate that fell from truck.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed between logs.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was cleaning out gutters and fell from a ladder.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker crushed when the log truck he was riding in tipped onto its side.,Fatal,Unspecified,Unspecified,OSHA,False,val
"The worker was cleaning the frame of a utility trailer in preparation for painting. The utility trailer was clamped/attached to the forks of a locally manufactured hydraulic lift. The worker raised the lift to its maximum height and while standing under the trailer, continued to hold the hydraulic pump lever in the up position. The hydraulic pressure was too great, a chain link broke, the lift and the 800-pound trailer collapsed on top of the victim.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after falling from a cherry picker that was struck by a truck.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker in bucket truck electrocuted after contacting power lines.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally engulfed by punch when it rushed from tank opening.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by a board while operating an edger.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was going to her car after work when she was struck by the vehicle of another worker pulling their truck out to leave.,Fatal,Unspecified,Unspecified,OSHA,False,val
Six workers severely injured from chlorine inhalation when tubing became disconnected.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee died after falling 15 feet from ladder while pressure washing a house.,Fatal,Unspecified,Unspecified,OSHA,False,val
Decedent was operating a roller compactor on a grade. The compactor tipped over and fell on the decedent resulting in the decedent's death.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed between cart and steel coil.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker trimming trees electrocuted when saw contacted power line.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was performing lawn care services and was struck by an oncoming car.,Fatal,Unspecified,Unspecified,OSHA,False,val
Two workers killed and another severely injured in sewer line trench collapse.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by log pile.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was asphyxiated in a brine pit while transferring cherries from a brine pit to truck.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee died after being struck by a tug boat propeller wheel when the support chain failed.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by golf cart.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed when truck fell off lift.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by tractor trailer.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was electrocuted after touching exposed wire while removing water lines.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died in wildfire burnover.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after falling from a scaffold.,Fatal,Unspecified,Unspecified,OSHA,False,val
fatally crushed between truck and tree.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed between conveyor and hopper wall.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker performing maintenance on metal shredder killed in fall.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted after touching the disassembled end of an electric cord.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by tire and rim.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker replacing light fixture killed in fall.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died from a spider bite.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was run over by delivery truck.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by pole.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was struck and killed by a horse being groomed.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died in tractor collision.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was on the second level of a scaffold when he lost his balance and fell 13 feet to the ground.,Fatal,Unspecified,Unspecified,OSHA,False,val
Two workers drowned in pump pit that filled with water due to pump leak.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker repairing company's front gate was found unresponsive inside utility vehicle.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker put a car on the car lift and raised the car 4 feet, to repair the left front tire, and the worker went under the car. The front of the car started leaning toward the floor, then fell to the floor; the rear of the car then came off the lift, falling to the floor. The worker was still under the car and was crushed.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally injured after becoming caught in brick splitter.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally struck by pile driving equipment.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed in fall from ladder after receiving electric shock.,Fatal,Unspecified,Unspecified,OSHA,False,val
Driver loading a drilling rig onto a truck died after being struck by a cable.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker contacted a power line and was electrocuted.,Fatal,Unspecified,Unspecified,OSHA,False,val
Workes were conducting blast furnace operations when an explosion ocurred. Six workers were hospitalized for third degree internal and external burns.,Fatal,Unspecified,Unspecified,OSHA,False,val
Employee working in temporary work zone was struck and killed by a motor vehicle.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker sweeping up pieces of paper was killed when six bales of paper fell on him.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was found caught up in a roll up machine that tolls up fiberglass insulation.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was crushed by a falling object.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was struck and killed by another worker driving a loader.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker cutting tree branches killed in fall.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker in full suit and mask died from a seizure while removing asbestos.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after being pulled into produce processing machine.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died of injuries suffered when stepping off stool.,Fatal,Unspecified,Unspecified,OSHA,False,val
Truck driver was killed after being pinned between the truck's underbody and tire.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electocuted when quide twine contacted power line.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after being partially pulled into a wood chipper. Foot/ankle got caught in rope and pulled him in. Died from head injury when his head hit the gate on the chute. No contact with blades.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by wall panels and drywall cart.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally injured inside falling crane jib.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Carpet cleaning worker died from apparent asphyxiation after being found inside a garage, at the back of his parked work van where the cleaning machine was running.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker electrocuted by street light pole.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by skid steer boom arms.,Fatal,Unspecified,Unspecified,OSHA,False,val
Research assistant hit by train while studying the effects of the forest preserve on the surrounding wildlife.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker run over and killed by truck.,Fatal,Unspecified,Unspecified,OSHA,False,val
A 15- to 20-foot trench collapsed on two workers who were inside helping to move storm drain pipes.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was crushed by an automobile that was rolling backwards.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fell from tree after cutting himself with chainsaw while trimming tree branches.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was retrieving golf balls and drowned.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker climbed over a guardrail and fell through a floor hole.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killed after being pinned between two loading bins.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker killled in fall from height.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after striking a metal mailbox during vehicle rollover.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker fatally crushed by falling pallet.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by trailer.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker shot and killed during an attempted robbery.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was squatting down on the deck of a crane to install the bolts on an oil cooler and fell 6-feet to the concrete floor.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died from asphyxiation while performing maintenance on a tractor inside a closed garage.,Fatal,Unspecified,Unspecified,OSHA,False,val
"Worker performing maintenance work on a paving machine was crushed when the hydraulic line gave way, causing the machine to fall.",Fatal,Unspecified,Unspecified,OSHA,False,val
Worker struck and killed by pallet of air conditioner motors.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died after contacting electrified fence.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker died in vehicle explosion.,Fatal,Unspecified,Unspecified,OSHA,False,val
Worker was killed when a burning tree limb fell on his head.,Fatal,Unspecified,Unspecified,OSHA,False,val
